,text,like_count,retweet_count,created_at,tweet_id,author_id
569,"Another local resident carries a “Honk if you love Trudeau” sign in counter protest. 

Reverse psychology!

#cdnpoli #antivaxxers #OttawaOccupation https://t.co/0TWhFRaoU4",724,118,2022-02-04T20:40:48.000Z,1489700489012912129,799717156589965312
579,"""TruthSocial is announcing today that we are welcoming the Freedom Convoy with open arms to communicate freely on TruthSocial when we launch – coming very soon!"" - President Donald J. Trump",763,261,2022-02-04T16:50:21.000Z,1489642495214563332,757832485
580,"#antivaxxers 
Do you not see the irony of avoiding 'chemical concoctions' in Vaccines and ending up in hospital pumped full of chemical concoctions to save those same lives.
#CovidVaccine",2,2,2022-01-24T07:50:46.000Z,1485520436930965506,890251338
583,"This local resident’s sign is likely to blow minds, since convoy/occupation supporters seem to believe that anyone who opposes their agenda is a dyed-in-the-wool Liberal. 

#cdnpoli #antivaxxers #Ottawa https://t.co/NfLmpilnrD",314,27,2022-02-04T21:42:16.000Z,1489715956410585090,799717156589965312
584,"Teamwork makes the dream work. 

#cdnpoli #antivaxxers #Ottawa https://t.co/nn2pzJ8uDk",138,49,2022-02-04T21:03:24.000Z,1489706177286004741,799717156589965312
587,"Vaccine opponents have used ”My Body, My Choice” signs.

The comparison is faulty, intellectually dishonest and insulting to the people who have fought and who continue to fight for reproductive justice.
#prochoice 
#abortionrights 
https://t.co/UtkyO7WcPM",8,3,2022-02-04T14:08:46.000Z,1489601829889396741,832619717785329664
589,'It's very upsetting': Protesters target New Westminster COVID-19 vaccine clinic https://t.co/QCxysWcQCn https://t.co/vZwT5emZ4C,30,8,2022-02-04T13:00:17.000Z,1489584597348331534,71080496
594,#Alberta #Saskatchewan #takelead in #signalling moves #toend #COVIDrestrictions https://t.co/xiaxKzvup0? #NoVaccineMandates #NoVaccinePassportsAnywhere #NoVaccinePassports #novax #antivaxxers #VaccineMandate #vaccines #COVID19 #CoronavirusUpdates #CoronaGuidelines #abpoli #skpoli,1,1,2022-02-04T21:48:06.000Z,1489717425390166023,1331274208475820037
595,"Is it even a protest without a conga line? 

#cdnpoli #antivaxxers #Ottawa https://t.co/VOakhPOjzt",83,11,2022-02-04T21:16:28.000Z,1489709465809174531,799717156589965312
596,Whaaat?? 😡 https://t.co/V4QVEVlaDf,9,3,2022-02-04T22:30:01.000Z,1489727975386148864,1173882011007643648
597,"The convoy/occupation community soup kitchen is up and running in Confederation Park.

#cdnpoli #antivaxxers #Ottawa https://t.co/mw794621PB",54,17,2022-02-04T22:54:27.000Z,1489734121882587144,799717156589965312
601,"The boxes of donated soap and toothpaste look untouched. 

#cdnpoli #antivaxxers #OttawaOccupation https://t.co/phRWsXtHAO",164,16,2022-02-04T22:57:35.000Z,1489734909455482885,799717156589965312
602,"update: CBS SPORTS: #DJOKOVIC likely to get #covid19VACCINE after #RAFAELNADAL #AUSTRALIANOPEN2022 #AUSTRALIANOPEN win, biographer says...,(February 5, 2022; 5:47 HKT) #noVAXdjoCOVID #DJOKOVIC #FAIL",0,0,2022-02-04T22:57:42.000Z,1489734942586454016,313536147
604,"Area residents should be issued protective earmuffs for the duration of this occupation, or ear plugs at the very least. 

#cdnpoli #antivaxxers #Ottawa https://t.co/GjTOCa4dMB",55,14,2022-02-04T22:21:22.000Z,1489725796855988224,799717156589965312
605,आज यूपी में कोरोना वैक्सीन की पहली डोज शत-प्रतिशत लोगों को और दूसरी डोज 70 प्रतिशत से अधिक लोगों को लग चुकी है। राज्य के लोगों ने अफवाह फैलाने वालों को करारा जवाब दिया है। https://t.co/yGu4l7heoC,9992,3088,2022-02-04T12:27:58.000Z,1489576461828771841,18839785
606,"This brings back not-so-fond memories of frosh week at @uOttawa, where I was more of an observer than participant in widespread debauchery.

#cdnpoli #antivaxxers #Ottawa https://t.co/SMyByJZ280",38,4,2022-02-04T17:55:25.000Z,1489658869471191049,799717156589965312
608,"Some people learn to dance, others are born to. 

And then there’s this guy. 

#cdnpoli #antivaxxers #Ottawa https://t.co/yoEU7wNz8m",77,7,2022-02-04T21:59:37.000Z,1489720322706268162,799717156589965312
609,"Trump is sooo 2020, let it go already. 

#cdnpoli #antivaxxers #Ottawa https://t.co/R1fCgTF66S",153,15,2022-02-04T22:34:55.000Z,1489729208955940871,799717156589965312
610,"Convoy/occupation supporters have taken it upon themselves to shovel and salt the ground.

#cdnpoli #antivaxxers #Ottawa https://t.co/W6LQZpGDfQ",42,10,2022-02-04T17:17:58.000Z,1489649443867607045,799717156589965312
612,Fear and force is unAustralian as is a breaking your agreements. We can do better https://t.co/zHUl1bXws0,1573,661,2022-02-03T22:42:15.000Z,1489368664713592835,235006179
615,"I thought I'd lost this - warning profanities 

a daily reminder for @Jacob_Rees_Mogg @BorisJohnson 

as well as #antivaxxers #coviddeniers #antimaskers https://t.co/GN12oehTow",11,5,2021-12-03T15:24:23.000Z,1466790424274681863,552084514
616,"Leave space for the Holy Spirit!

#cdnpoli #antivaxxers #Ottawa https://t.co/xw7pIGMRjS",74,7,2022-02-04T21:10:20.000Z,1489707920300326918,799717156589965312
617,"You didn’t exactly ask for it, but here you go: 

#cdnpoli #antivaxxers #Ottawa https://t.co/9BHZGwencn https://t.co/Gsm7DwbA5E",81,19,2022-02-04T23:56:52.000Z,1489749831446847490,799717156589965312
619,"There’s currently a barbeque in the middle of Avenue Road outside the ROM, where dozens of tractors have set up for the convoy demonstration in Toronto. 

#onpoli https://t.co/2fwJpNWBIk",5089,1335,2022-02-04T22:35:16.000Z,1489729295320862725,19089339
620,"It seems official that no money beyond the $1 million already disbursed will be provided to the so-called freedom convoy.

⁦@gofundme⁩ acknowledges the protest is, in fact, an occupation of Canada’s capital city. 

#cdnpoli #antivaxxers #Ottawa https://t.co/qhChlIVGbD",151,39,2022-02-04T23:33:26.000Z,1489743932040925187,799717156589965312
621,"This is my favourite Metallica song because I’m basic. 

#cdnpoli #antivaxxers #Ottawa https://t.co/XrEMYqNxZt",35,7,2022-02-04T23:49:46.000Z,1489748044526592009,799717156589965312
623,"Their plan backfired big time 😂😂 

Not only a lawsuit but a lot of them will be charged too 

#AntiVaxxers #FluTruxKlan #FluTruxKlanGoHome #GoHomeFluTruxclan #GoHome #GoHomeTruckers https://t.co/sHUAAnEaUC",5,2,2022-02-04T23:54:44.000Z,1489749295012143109,3091880673
624,@CarymaRules Is it racist I was expecting “cotton eyed Joe” to be playing when I saw them dancing?,16,0,2022-02-04T19:14:37.000Z,1489678802074669066,1416953190751293441
625,"GOOD NEWS for Fri night Feb 4: In spite of the attempts of #FluTruxKlan and  #AntiVaxxers the high rates of vaccination and the efforts of all of the rest of us who care about science and health = RT rates down, Positivity rates down, Hospital rates down . YAHOO!! THANKS!!",161,28,2022-02-04T23:44:54.000Z,1489746818661588993,59811175
626,"This is chicken, green beans, and mashed potatoes. 

Tastes like freedom?

(To answer your question: No, I did not.)

#cdnpoli #antivaxxers #Ottawa https://t.co/MbVeFP1lcU",120,9,2022-02-04T21:48:27.000Z,1489717514456215553,799717156589965312
627,"1/20🧵 I have some pretty big news to share #Thread #CDNpoli

I finally have all my specialized test results &amp; it's much worse than anyone hoped or predicted. My life is going to be cut rather short due to physical complications with cancer &amp; political complications with #Covid19",5117,1995,2022-02-04T23:06:46.000Z,1489737222165250051,243413063
628,"GoFundMe pulled, lawsuits coming in… schadenfreuding pretty hard right now, ngl 😆 https://t.co/vvxXlkWCOf",24,5,2022-02-04T23:36:10.000Z,1489744620884054017,742829636
629,"The appropriation of US right-wing memes is so embarrassing. 

#cdnpoli #antivaxxers #Ottawa https://t.co/rhsPMEMadn",138,22,2022-02-04T23:14:16.000Z,1489739110713602055,799717156589965312
630,"Truck horns blare. 

You can faintly hear people singing: “You’ve gotta fight for your right to paaaartaaay!”

This is what it’s all about. 

#cdnpoli #antivaxxers #Ottawa https://t.co/4GJlTlyjMl",67,11,2022-02-04T23:29:27.000Z,1489742931342864387,799717156589965312
631,An Ottawa business is closing after its employee was physically assaulted https://t.co/9z2sMuEC8f,78,40,2022-02-04T23:34:50.000Z,1489744286094696449,291626846
632,"GoFundMe is trying to steal $9,000,000 from the trucker fund and plans to give it to “approved charities.” Ie they’ll be funding communist groups.

Demand a refund here and be sure to never use this site again! https://t.co/7ZvMb82Fmz",33139,13283,2022-02-04T23:43:31.000Z,1489746472216059913,358545917
633,@PeterStrongSB They're certainly a weird lot.,2,0,2022-02-04T23:39:29.000Z,1489745456171466752,47221753
634,"Covid: The Premise of the Anti's

https://t.co/thunD89sAa

It pays to be prudent? Ah, f*ck it! Let's throw everything open and go back to living our lives!

#Covid #Covid19 #Coronavirus #VaccineHesitancy #AntiVaxx #Antivaxxers #AntiVaccine #Pandemic #AntiMask #AntiMaskers #Fauci https://t.co/N1iBywsyYX",2,6,2022-01-25T17:28:32.000Z,1486028224245153796,157050864
638,This is how to defeat the #FreedomConvoyCanada2022. RETWEET FAR AND WIDE. #KarenConvoy #KarenKonvoy #FluTrucksClan #freedomconvoy #MicropenisMotorcade #FluTruxKlan #TruckersGoHome #antivaxxers #Canada #canpoli #cdnpoli #FightBack https://t.co/YfuCFq7KBq,10,5,2022-02-04T22:39:20.000Z,1489730319586455553,1349223498267328513
639,"Police have instructed the crowd to move the large pile of wood away from the open fire. 

Better late than never. 

#cdnpoli #antivaxxers #Ottawa https://t.co/dNWTetxBy8",134,46,2022-02-05T00:09:42.000Z,1489753061216165892,799717156589965312
642,"I wouldn’t say the heavy police presence has completely killed the party mood, but it certainly put a damper on things. 

#cdnpoli #antivaxxers #Ottawa https://t.co/KZaw2lFvVT",658,109,2022-02-05T00:23:06.000Z,1489756434103427082,799717156589965312
644,"🧵 Police are confiscating alcohol from the party protesters.

#cdnpoli #antivaxxers #Ottawa https://t.co/0EuFUvr5df",376,72,2022-02-05T00:00:41.000Z,1489750790017277960,799717156589965312
645,#FactsMatter #antivaxxers #antivaxx https://t.co/zCwqCgGY6j,1,1,2022-02-05T00:29:49.000Z,1489758124131205122,1089561307307741185
647,"It’s hard to tell if the officer is laughing along with the guy in the sweater depicting a noose with the word “Trudeau.”

Looks like officers are satisfied with the open fire as is and move along elsewhere. 

#cdnpoli #antivaxxers #Ottawa https://t.co/d7SjCPALV1",50,28,2022-02-05T00:20:16.000Z,1489755719851196421,799717156589965312
649,"Man holding Mohawk Warrior Society flag has brief encounter with police. 

#cdnpoli #antivaxxers #Ottawa https://t.co/RbmU2XzlKV",27,2,2022-02-05T00:51:27.000Z,1489763568052543491,799717156589965312
651,"For every report of #antivaxxers death there's another that reports the death of triple or quadrable #vaccinated. The reports are real but the cause of death is not only #COVID19 but more importantly #ToxicTreatment as I claimed in https://t.co/Dp6EMEQZwj 
https://t.co/4lQsURRZQX https://t.co/PCSA3vWlKs",6,5,2022-02-04T18:30:41.000Z,1489667742722629636,1340972996324941826
658,"Check it out… ⁦@PaulChampLaw⁩ is a real champ. 

#cdnpoli #antivaxxers #Ottawa https://t.co/dxsES2tihp",75,13,2022-02-04T23:22:33.000Z,1489741193877590017,799717156589965312
659,"THIS THREAD!!!
#GoHomeTruckers #FluTruxKlan #KarenKonvoy #COVIDIOTS #antivaxxers https://t.co/4aByZT7th6",31,6,2022-02-05T01:47:52.000Z,1489777763020165128,1176317005605023744
660,"update: KCCI: US death toll...,hits 900000...,accelerated by #OMICRONVARIANT #OMICRON...,(February 5, 2022; 6:46 HKT) #COVID19PANDEMIC #UNITEDSTATES #COVID2019 #COVID19 #USA",0,0,2022-02-05T01:50:19.000Z,1489778381231370240,313536147
662,"GoFundMe says the Freedom Convoy 2022 fundraiser “is now in violation of our Terms of Service (Term 8, which prohibits the promotion of violence and harassment) and has been removed from the platform.”",13074,2519,2022-02-04T23:19:11.000Z,1489740346200367104,25750744
663,"Shrewd observation, @AVindman.
#Insurrectionists and #antivaxxers, 
#TrumpCult members, believers in #FoxNews... 

They're not just hurting citizens
But undermining national security
And international security. https://t.co/v6lJ2cff3K https://t.co/ddBGdn1JsN",4,2,2022-02-05T01:53:28.000Z,1489779175611412482,1224411898675957760
664,I guess my free Covid tests got lost in the mail.,610,36,2022-02-04T18:24:44.000Z,1489666245905379328,1209871580026683392
666,"Cluck Trudeau?

#cdnpoli #antivaxxers #Ottawa https://t.co/eBy1DmqnvE",47,6,2022-02-05T01:52:50.000Z,1489779016383053824,799717156589965312
668,"John Bolton says, if Trump won re-election, “Russians would already be in Kyiv.” 

My topper. Putin is preparing to attack Ukraine, in part, because Trump continues to sow discord in the United States. https://t.co/qm0DcJ5due",6363,1741,2022-02-05T00:41:03.000Z,1489760948885860360,1005846500583321601
669,"This is the most interaction I’ve seen between police and “protesters” over the past week. 

There’s still an open fire in the middle of the street though. 

#cdnpoli #antivaxxers #Ottawa https://t.co/VoWj8j2yS3",97,28,2022-02-05T00:06:52.000Z,1489752347291103233,799717156589965312
674,"The Conservatives have grossly underestimated the anger towards them of those Canadians who have sacrificed, stood in line for hours to get vaccinated, not gone to the movies or fave restaurant, missed family gatherings and been separated from loved ones even as they died.",14590,3194,2022-02-04T21:02:16.000Z,1489705892404776960,238220689
677,"@Wordwiccan @sammy44231 @tatsandfats @mcfunny @doritmi @zeetubes @SallyJiggles @MatthewNewell67 @Monstercoyliar @ConsequentialBr @DeckardJodi @kath2cats @PLHartungRN @andylumm @ogilville1 @provaxtexan @SkepticalMutant @JimeeLiberty @tomsirolimus @3dogrunner @MagnoliaHoney2 @CHSdoctor @chimera414 @Nockit1 @skepticalprune @AndrewLazarus4 @raouldukeerik @LandonNTooke @SeamusMacSuibh1 @Willard1951 @richykirsh @JonathanHannah @Fannyi5 @jallen1315 @45Kerri @BtotheC67 @volpiranyas @bibbydebob @doom37455413 @J_EmpyreanGoals @TonyBaduy @MdRisette @GotAntibods @AbsoluteGnosis @paco7320 @MeddlinMegs @RedSoxMVP @hubie_greiner @prog_r0k @DatGnarlyOldGuy Sammy doesn’t do any vetting before posting. If he had, he would have known that the boy couldn’t possibly be vaccinated- but anything to push his agenda, I guess",3,0,2022-02-05T01:14:57.000Z,1489769479789756419,44859857
678,Can’t wait to see the videos of women and children being attacked with tear gas and rubber bullets. The whole world is watching Trudeau; everyone has a cellphone. All this because you’re pouting. Shame on you.,991,205,2022-02-04T15:09:48.000Z,1489617191070752769,922145728960512000
679,"GoFundMe is the worst fking platform.

They freeze the trucker convoy's campaign because it ""doesn't follow their terms of service/the law""

But BLM - who burned up cities for 3 months - could campaign there as much as they like?

I hate this clown world.",22882,4685,2022-02-04T03:14:51.000Z,1489437265843691520,962650783182331904
680,"Just so folks in Ottawa are aware!
#FluTrucksClan #antivaxxers #OttawaOccupation #ottcity @OttawaPolice #cdnpoli #GoHomeFluTruxKlan #FreeDumbConvoy https://t.co/EdrfVbRYBE",0,1,2022-02-05T01:40:16.000Z,1489775853710024708,415971165
681,"There’s a noticeable uptick in police engagement with the people who have showed up in support of the convoy/occupation. 

Tough to hear what’s going on. 

#cdnpoli #antivaxxers #Ottawa https://t.co/t6XxJmqQLQ",83,20,2022-02-05T00:03:31.000Z,1489751503455895552,799717156589965312
682,"Surprise, It's Rudy Giuliani! | Confederate Flags Fly At Trucker Protest... https://t.co/qVc4AB5VvU via @YouTube

#RudyGiuliani 
#antivaxxers 
#idiots 
#comedy 
#FridayLaughs",1,2,2022-02-04T16:39:53.000Z,1489639861187399680,1289373557814951936
692,https://t.co/pDkgxxEw7D,84,12,2022-02-05T02:24:46.000Z,1489787052589666304,322224576
694,"@ShariFreeWill @CaptCanuck6 @givepeazachance isn't it revealing that @fordnation supported the ""demonstration"" until it came to his home town when it suddenly became an ""occupation"" and must end now. #Conservatives are the paradigm of #hypocrisy. #antivaxxers #Canada #ontariolockdown https://t.co/ufoipDOVFj",20,9,2022-02-05T02:49:15.000Z,1489793212042645505,19006397
695,@CaptCanuck6 @givepeazachance I second this,15,1,2022-02-05T02:21:43.000Z,1489786284952461312,810887396728434689
697,"A necessary read about what the #FluTrucksClan, #antivaxxers &amp; #Conservatives in Canada are doing to innocent people. https://t.co/hynebgsygN",9,4,2022-02-04T23:54:47.000Z,1489749304457654272,1400344586841575425
701,"Just a HARMLESS protest
Right? 
So how many in that crowd of #antivaxxers U reckon R FULLY AWARE best way 2 spread C19 is
1/NO MASKS
2/NO SOCIAL DISTANCING
3/YELL!
SING Ur HEARTS OUT
Just like Anti-L/D Anti-Andrews crowd did at Chadstone in Vic 2nd wave
#COVIDisAirborne #Canberra https://t.co/wQa9SnEZK8",0,1,2022-02-05T02:39:01.000Z,1489790636715036672,1268023502344384513
702,"#Antivaxxers listen up:

No one is forcing you to take a safe #CovidVaccine.
It's your right BUT you are not free from the consequences of that right.

You CHOSE to give up your jobs.
Your choice restricted OUR FREEDOM, extended the pandemic, &amp; shut down needed surgeries.

ENOUGH https://t.co/7BT3l1gRaA",10,4,2022-02-05T00:24:18.000Z,1489756734717497345,86650800
703,"😭🆘😷🙏👇 devastating situation like thousands of other Canadians, direct result of 🇨🇦 Premieres #Not working w PM April 2020 for a ""National"" #covid19 response via Fed Emergency Act. 😭
Elimination #COVIDZero strategy. Then letting #antivaxxers grow 🙏😭🆘
Pls help if you can. https://t.co/bc05262UIs",2,1,2022-02-05T02:29:55.000Z,1489788346775728132,172399876
704,"@PennyDaflos @CTVVancouver Nuts..
https://t.co/W9NafZ7BSn",10,2,2022-02-05T02:26:31.000Z,1489787489694859265,27049579
706,@AvaSantina https://t.co/hjbZO78uwK,639,42,2022-02-04T00:23:42.000Z,1489394197115330561,186618842
707,"More than 900,000 Americans have now died of COVID-19 https://t.co/aJU3rMzjwa",54,36,2022-02-05T02:34:25.000Z,1489789477719617536,16012783
708,"Shaquille O' Neal says people ""shouldn't be forced"" to take a vaccine.  However,  his business requires attendees to be fully vaccinated.  Which one is it Shaquille? #Shaq https://t.co/TucmbpqDHq",3,3,2022-02-04T15:27:57.000Z,1489621758239985666,825173681454403584
709,"The City of Ottawa also says it is “looking into” videos showing unmasked protesters violating public health rules in the @HolidayInn’s lobby.

Holiday Inn management did not respond to multiple requests for comment from @pressprogress.

https://t.co/ejDLIGMiPY #ottnews #cdnpoli https://t.co/ew5jHQyMt9",166,81,2022-02-02T21:12:05.000Z,1488983586476806145,1900566776
710,"Shirt Of Day .
US Link: https://t.co/uxnD7uMaGo
#vaccinated #FreedomConvoy
#FreedomConvoy2022 #TruckersForFreedom #TruckersConvoy2022 #COVIDIOTS #antivaxxers  #FluTruxKlan #antivaxxerconvoy #ProLGBTQ #VotingRights #Traitors #PoliticalCorrectness #TwoPartySystem #CriminalJustice https://t.co/5BPraDxAVP",3,1,2022-02-05T01:23:46.000Z,1489771698073260032,1478461496615182341
720,Just remember the name.. GIVE SEND GO when all this settles down. Don't continue to settle. Choose this day that you will never give or create a campaign on a site that stands against your freedoms. GiveSendGo not the alternative. The replacement!,8024,2379,2022-02-05T02:20:35.000Z,1489785999412666368,336464442
722,#Breaking: Healthcare workers planning rally counter to convoy protest Saturday https://t.co/NFaKbSpnmv,2322,551,2022-02-04T19:03:53.000Z,1489676097948196871,12848262
723,We should find out where every single one of these clowns live &amp; stay by their houses &amp; make noise all night &amp; shut down their towns for a week straight. See how they like it. Would probably cry like little bitches over it! #FluTrucksKlan #ScumOfTheEarth #antivaxxers https://t.co/f94ubAILaj,29,5,2022-02-04T20:44:11.000Z,1489701338837655555,67206025
728,@CandiceBergenMP These #antivaxxers want to go home to their families? Then do the right thing and go home and get VACCINATED. Unreal. I'm burning my @CPC_HQ membership soon,5,1,2022-02-05T03:20:19.000Z,1489801031106007041,1171608882507943936
729,"Questioning something does not make you”Anti” anything, nor does it make you a conspiracy theorist.  The fact that questioning has become banned should send a chill up your spine.",70395,16175,2022-02-05T03:15:25.000Z,1489799797662003208,33608041
731,"Barbara Streisand threatens to remove music from Spotify if Joe Rogan isn't deplatformed https://t.co/9xJkMHDPBw

#BoycottJoeRogan #AntiVaxxers #Covid19 https://t.co/HaNK6wJaCA",2,1,2022-02-05T03:40:13.000Z,1489806039256121344,704891292040437761
732,"Conservative MP's including interim leader Candice Bergen support  fascist #FluTruxKlan #Antimaskers #Antivaxxers #Terrorists 

2 of terrorists assaulted a @MooShuIceCream  staffer going to work knocked them on the ground for wearing a mask. 

Now store closed until Wed #cdnpoli https://t.co/8eCZAR2evR https://t.co/1KrXVmCGAx",2,1,2022-02-05T02:04:24.000Z,1489781927468957699,246667561
734,"These #freedumb idiots are so sad. Why are they protesting in Canberra? The Commonwealth can do absolutely nothing, about State vaccine mandates. The education system has failed these people. #auspol #antivaxxers #ScottytheFailure 
https://t.co/sNUuea5uTE",3,1,2022-02-05T02:55:27.000Z,1489794771975426050,3072235147
735,"Toronto area anti-vaxxer Paul Erwin describes how he would directly threaten nurses in hospitals like a complete psychopath.  Can someone please keep on an eye on this guy please WTF

@TPSOperations 

#antivaxxers https://t.co/6UeD9X2iQJ",180,114,2022-01-05T03:04:51.000Z,1478563116439023616,1438138473425297408
736,#TruckersForFreedom2020 #TruckersConvoy2022 #OttawaSiege #FluTrucksKlan #CheerWithCheerios #COVID19AB #cdnpoli  #CdnMediaFailed #antivaxxers https://t.co/rkrJKmzynp,6,4,2022-02-05T03:36:10.000Z,1489805020153335810,100328974
737,"FACT: Supporting Disabled Canadians at ""LESS THAN"" Poverty Level ($2200/mo*LICO2021) is a REFLECTION of OVERT DISCRIMINATION and NOT a reflection of the value, worth and intrinsic significance of Disabled human beings! #SHAME #NoMorePovertyPWD in Canada #NoMorePovertyODSP 📢🇨🇦 https://t.co/q5zJIjcaHH",25,16,2022-02-04T18:41:42.000Z,1489670517598539780,235336653
738,The anti-vaccine rally at Old Parliament House is… honestly far bigger than I expected. And there’s hundreds more people arriving from a march through Canberra https://t.co/BJgMFECQkS,701,197,2022-02-05T00:46:24.000Z,1489762296318824448,60496760
745,These people get so cranky when they're labelled extremists. Here they are openly plotting a treasonous attack on Australia. https://t.co/4XvIWkNVXT,1310,303,2022-02-05T03:07:07.000Z,1489797709674729473,1238370241169616897
747,"BREAKING: All hospital workers in Vancouver have received memos from their health authorities telling them to hide inside and avoid showing any signs they’re healthcare staff during an anti-vaxx/restriction convoy tomorrow
@CTVVancouver #vanpoli #canpoli 
https://t.co/biam619JvO",3053,1868,2022-02-05T01:40:20.000Z,1489775868566073347,18440301
748,"Lawyer for the Justice Centre, Keith Wilson, lead counsel for Freedom Convoy 2022 with an important message. https://t.co/nReAblxsg7",1501,732,2022-02-05T01:02:03.000Z,1489766235323699206,45976740
751,"@tamakawat https://t.co/jdaJrWaXTa
#分断Japan🗾3.11~💉🌀🍑🎣

#Anti- @BillGates (モデルナ)
#AntiVaxxers #Climate DENIERS #AntiNuke CO2
#fakenews 3.11~ #mochiwamochiya

#傾向と対策🌏🌎🌍🌌☄..⌛☔🔥♰🐨🦘Edano🚬#CommunistParty ideology #人災 disasters

#科学 literacy🌏🌎🌍📺#ScienceMatters🗾",2,1,2021-06-10T00:45:26.000Z,1402788965543931905,100928576
753,#COVID19 #antivaxxers #COVID #OmicronVariant https://t.co/7QRcqssNx1 There is an option: Cross Reactivity The VAAST Technology From Vaxart @Vaxart https://t.co/zFAQoyKrPS https://t.co/3xukHOhllc https://t.co/e21eiLni3R,11,5,2022-01-24T17:58:17.000Z,1485673325401710598,97300546
756,@TaylorS11264605 We See You AUSTRALIA! Freedom hold the line! We Know this! We know!,0,0,2022-02-05T04:13:48.000Z,1489814491495809024,50920947
757,"@XXXxXXxXXX2021 @SenLouiseLucas @GovernorVA Not sure if you noticed, but you and your anti mask/vaxx are the very small minority. People are tired of y’all and your stupidity.",1,0,2022-02-05T01:26:58.000Z,1489772506269556737,3116665937
758,"8) I really don’t feel comfortable with a “protest” that has fuel everywhere like this.  

#Ottawa #antivaxxers #convoy https://t.co/zyJmdDzZN2",15,3,2022-02-05T04:28:56.000Z,1489818298825023491,1438138473425297408
759,"16) Nicole is all over the place here.  One thing that stood out is accidentally saying “our truth” out loud.  

#ptbo #antivaxxers https://t.co/mTDCzFCtq6",9,1,2022-02-05T04:30:48.000Z,1489818770130587650,1438138473425297408
760,"15) Sylvia Sutherland from the @PtboExaminer wrote a piece criticizing local anti-vaxxers.  Christine Massey is so upset she wasn’t consulted about it, she’s started writing emails to her.  

Just ignore Christine. 

#ptbo #antivaxxers https://t.co/WsvcVtQFEP",14,1,2022-02-05T04:30:10.000Z,1489818607961915394,1438138473425297408
762,"14) Sampling of comments:

1 - Trudeau
2 - O’Toole
3 - lying about tax write-offs
4 - list of supplies to bring to a “protest”.  

#ptbo #antivaxxers #Ottawa https://t.co/smDbA5JY5v",7,1,2022-02-05T04:30:08.000Z,1489818599766347778,1438138473425297408
763,"13) Found it odd that they seemed like they didn’t know about her, when they literally hang out with some of her supporters at protests.  🤥 https://t.co/zAMBe2USw2",7,1,2022-02-05T04:30:02.000Z,1489818576395640838,1438138473425297408
764,"9) Here you go, Nicole explains some of the process of distribution of supplies in Ottawa, with her group involved with four locations for collection and distribution of supplies.  

#ptbo #antivaxxers #Ottawa #convoy https://t.co/JjNUi859KM",7,1,2022-02-05T04:29:30.000Z,1489818441636847618,1438138473425297408
765,I've seen shameful chapters in American history. Sometimes the full scale of the shame isn't apparent in real time. That's not the case with the RNC's actions. Shame on them. And shame on anyone who attacks those trying to uncover the truth about an assault on American democracy.,78203,16421,2022-02-04T23:33:11.000Z,1489743869642117120,36711022
766,"7) The next day they talk about their contributions to the convoy in Ottawa (while not there), and they say they’ve secured and helped send a lot of fuel to the truckers.  

#ptbo #antivaxxers #Ottawa #convoy https://t.co/tZuLqIN6cy",8,1,2022-02-05T04:28:54.000Z,1489818291187208193,1438138473425297408
768,"The party showing no signs of slowing down. 

In a way, I can relate. 

#cdnpoli #antivaxxers #Ottawa https://t.co/D8AQ16ir4z",70,22,2022-02-05T05:24:36.000Z,1489832307729043459,799717156589965312
769,"#antivaxxers have no idea of the anger they released.

""Are you starting to think maybe a Canadian demonstration with 8-10k folks and a couple hundred big rigs, organized by a Western separatist and a white supremacist maybe seems a bit different from these campaigns?""

#cdnpoli https://t.co/zbSDVkUNNu",9,6,2022-02-05T03:06:22.000Z,1489797520603582467,86650800
770,So they are going to take the millions for the truckers convoy and donate it to charity!?!?! Like dude where the f are now!?!!? #Communists #commies #antivaxxers #TruckersForFreedom2022  this is unbelievable....bet it goes to antifa.....,12,4,2022-02-05T05:39:20.000Z,1489836015896473600,1430616331251077120
771,"The music has to stop, much to the dismay of “protesters.”

Trucks honk in defiance. 

#cdnpoli #antivaxxers #Ottawa https://t.co/e2MQVNZOYB",27,9,2022-02-05T05:30:14.000Z,1489833723348537345,799717156589965312
772,"Recap of the Peterborough anti-vaxx/mask/mandate groups over the last couple days before the weekend’s rallies.  
 
🧵

#ptbo #antivaxxers",19,7,2022-02-05T04:26:01.000Z,1489817562506539008,1438138473425297408
774,"What the far right #antivaxxers didn’t consider is that a lot of lawyers live downtown in cities the #Terrorists #flutruxklan are/will be occupying &amp; terrorizing

Trucks are businesses. 

Businesses are liable for damages 

#vanpoli #topoli https://t.co/PZ4SUBEl6X",2,1,2022-02-05T05:26:12.000Z,1489832708511395844,246667561
776,"@CndnNYGiantsFan @gillianinbrief @JoannaDent1 @OttawaPolice I’m not a racist and if you called me one to my face, I’d ask you outside to talk about it further. https://t.co/qvRYjddLMX",0,0,2022-02-05T05:34:16.000Z,1489834738927943682,1306269025023012865
778,"@RajSherman @etowntechie @jkenney hey #EPS @edmontonpolice #yeg, can you please start enforcing the laws tomorrow OK?!  when the convoy #antivaxxers show up to harass healthcare workers? https://t.co/3rBN8FQFwS",28,8,2022-02-05T05:07:12.000Z,1489827929370488838,80442315
